Day;Animals;Grasses;EmptySquares;AvgEnergy;AvgLifeSpan;AvgChildren;MostPopularGenotype
1;11;15;376;90,00;0,00;0,18;2420206175
2;11;19;370;89,91;0,00;0,18;2420206175
3;11;24;366;88,91;0,00;0,18;7664313710
4;11;29;360;87,91;0,00;0,18;7664313710
5;11;31;358;89,64;0,00;0,18;7664313710
6;11;35;355;89,55;0,00;0,18;5244100200
7;11;40;349;88,55;0,00;0,18;5244100200
8;11;45;344;87,55;0,00;0,18;7664313710
9;11;49;340;87,45;0,00;0,18;7664313710
10;11;51;338;89,18;0,00;0,18;7664313710
11;12;55;335;81,67;0,00;0,33;5244100200
12;12;60;329;80,67;0,00;0,33;5244100200
13;12;63;326;81,33;0,00;0,33;7664313710
14;12;67;323;81,17;0,00;0,33;5244100200
15;12;70;319;81,83;0,00;0,33;2420206175
16;12;74;314;81,67;0,00;0,33;7664313710
17;12;76;313;83,17;0,00;0,33;7664313710
18;12;80;309;83,00;0,00;0,33;7664313710
19;12;84;304;82,83;0,00;0,33;5244100200
20;12;86;302;84,33;0,00;0,33;5244100200
21;12;90;298;84,17;0,00;0,33;5244100200
22;12;91;298;86,50;0,00;0,33;7664313710
23;12;93;295;88,00;0,00;0,33;7664313710
24;12;95;294;89,50;0,00;0,33;7664313710
25;12;96;292;91,83;0,00;0,33;5244100200
26;12;97;291;94,17;0,00;0,33;5244100200
27;12;99;290;95,67;0,00;0,33;7664313710
28;12;98;291;99,67;0,00;0,33;7664313710
29;12;98;291;102,83;0,00;0,33;7664313710
30;12;98;290;106,00;0,00;0,33;7664313710
31;12;99;291;108,33;0,00;0,33;7664313710
32;12;101;288;109,83;0,00;0,33;7664313710
33;12;101;288;113,00;0,00;0,33;7664313710
34;12;103;287;114,50;0,00;0,33;7664313710
35;12;103;286;117,67;0,00;0,33;7664313710
36;12;104;285;120,00;0,00;0,33;7664313710
37;12;105;284;122,33;0,00;0,33;7664313710
38;12;110;279;121,33;0,00;0,33;7664313710
39;12;110;279;124,50;0,00;0,33;7664313710
40;12;111;280;126,83;0,00;0,33;5244100200
41;13;111;280;120,00;0,00;0,46;7664313710
42;13;111;279;122,85;0,00;0,46;7664313710
43;13;110;280;126,46;0,00;0,46;7664313710
44;13;110;279;129,31;0,00;0,46;7664313710
45;13;111;279;131,38;0,00;0,46;7664313710
46;13;112;277;133,46;0,00;0,46;7664313710
47;13;114;274;134,77;0,00;0,46;5244100200
48;13;115;273;136,85;0,00;0,46;7664313710
49;13;116;272;138,92;0,00;0,46;7664313710
50;13;118;271;140,23;0,00;0,46;2420206175
51;13;120;270;141,54;0,00;0,46;2420206175
52;13;121;269;143,62;0,00;0,46;2420206175
53;13;121;269;146,46;0,00;0,46;5244100200
54;13;119;271;150,85;0,00;0,46;5244100200
55;13;118;271;154,46;0,00;0,46;5244100200
56;13;118;271;157,31;0,00;0,46;2420206175
57;13;120;270;158,62;0,00;0,46;5244100200
58;13;123;266;159,15;0,00;0,46;2420206175
59;13;127;261;158,92;0,00;0,46;5244100200
60;13;130;260;159,46;0,00;0,46;5244100200
61;13;133;256;160,00;0,00;0,46;5244100200
62;13;135;256;161,31;0,00;0,46;5244100200
63;13;133;257;165,69;0,00;0,46;5244100200
64;13;135;255;167,00;0,00;0,46;5244100200
65;13;137;252;168,31;0,00;0,46;5244100200
66;13;138;252;170,38;0,00;0,46;5244100200
67;13;140;251;171,69;0,00;0,46;5244100200
68;13;139;251;175,31;0,00;0,46;7664313710
69;13;142;248;175,85;0,00;0,46;7664313710
70;13;141;251;179,46;0,00;0,46;7664313710
71;13;142;249;181,54;0,00;0,46;7664313710
72;13;140;250;185,92;0,00;0,46;7664313710
73;15;141;252;162,93;0,00;0,67;2420206175
74;15;139;250;166,60;0,00;0,67;2420206175
75;15;139;249;168,93;0,00;0,67;2420206175
76;15;139;249;171,27;0,00;0,67;2420206175
77;15;141;246;172,27;0,00;0,67;2420206175
78;15;141;249;174,60;0,00;0,67;2420206175
