Day;Animals;Grasses;EmptySquares;AvgEnergy;AvgLifeSpan;AvgChildren;MostPopularGenotype
1;11;15;77;81,82;0,00;0,18;5412474270
2;11;18;74;73,64;0,00;0,18;5412474270
3;11;21;71;67,27;0,00;0,18;5412474270
4;11;24;65;59,09;0,00;0,18;5412474270
5;11;26;65;51,82;0,00;0,18;5412474270
6;11;30;63;42,73;0,00;0,18;5412474270
7;11;30;61;37,27;0,00;0,18;5412474270
8;11;32;58;30,91;0,00;0,18;5412474270
9;11;30;63;28,91;0,00;0,18;5412474270
10;9;33;61;27,56;8,50;0,11;3366335714
11;9;35;59;22,00;8,50;0,11;3366335714
12;8;37;57;18,75;9,33;0,13;3366335714
13;5;40;56;22,00;10,67;0,00;3366335714
14;5;42;54;18,00;10,67;0,00;3366335714
15;4;47;51;12,50;11,14;0,00;3366335714
16;2;51;47;20,00;12,00;0,00;3366335714
17;2;56;44;20,00;12,00;0,00;3366335714
18;1;61;39;30,00;12,50;0,00;3366335714
19;1;66;34;30,00;12,50;0,00;3366335714
20;1;71;29;20,00;12,50;0,00;3366335714
21;1;75;24;20,00;12,50;0,00;3366335714
22;1;79;20;20,00;12,50;0,00;3366335714
23;1;84;15;10,00;12,50;0,00;3366335714
24;1;89;10;0,00;12,50;0,00;3366335714
25;0;94;6;0,00;13,55;0,00;
