Day;Animals;Grasses;EmptySquares;AvgEnergy;AvgLifeSpan;AvgChildren;MostPopularGenotype
1;10;14;79;91,00;0,00;0,00;4042744102
2;11;19;73;73,64;0,00;0,18;4042744102
3;11;22;69;65,45;0,00;0,18;4042744102
4;11;23;69;59,09;0,00;0,18;4042744102
5;11;26;65;50,91;0,00;0,18;4042744102
6;11;29;64;43,64;0,00;0,18;4042744102
7;11;32;61;36,36;0,00;0,18;4042744102
8;11;34;59;30,55;0,00;0,18;4042744102
9;10;37;59;26,60;6,00;0,20;4042744102
10;10;40;56;20,80;6,00;0,20;4042744102
11;9;40;55;19,78;8,00;0,11;4042744102
12;8;43;52;16,00;9,00;0,13;4042744102
13;6;46;50;14,67;10,20;0,17;0401462572
14;5;50;46;10,00;10,67;0,20;0401462572
15;3;54;44;13,33;11,50;0,00;0401462572
16;2;58;41;20,00;11,89;0,00;7026707605
17;2;62;38;20,00;11,89;0,00;7026707605
18;2;67;33;20,00;11,89;0,00;7026707605
19;2;71;29;20,00;11,89;0,00;7026707605
20;2;74;24;20,00;11,89;0,00;7026707605
21;2;78;21;20,00;11,89;0,00;7026707605
22;2;82;18;15,00;11,89;0,00;7026707605
23;2;85;13;15,00;11,89;0,00;7026707605
24;1;90;10;20,00;13,00;0,00;4636555621
25;1;94;6;20,00;13,00;0,00;4636555621
26;1;99;1;10,00;13,00;0,00;4636555621
27;1;100;0;10,00;13,00;0,00;4636555621
28;0;100;0;0,00;14,27;0,00;
29;0;100;0;0,00;14,27;0,00;
30;0;100;0;0,00;14,27;0,00;
