Day;Animals;Grasses;EmptySquares;AvgEnergy;AvgLifeSpan;AvgChildren;MostPopularGenotype
1;2;15;85;90,00;0,00;0,00;15
2;2;20;80;80,00;0,00;0,00;15
3;2;25;75;75,00;0,00;0,00;15
4;2;29;71;70,00;0,00;0,00;15
5;2;34;66;60,00;0,00;0,00;15
6;2;39;61;50,00;0,00;0,00;15
7;2;42;58;50,00;0,00;0,00;15
8;2;47;53;40,00;0,00;0,00;15
9;2;52;48;30,00;0,00;0,00;15
10;2;56;44;30,00;0,00;0,00;15
11;2;61;39;30,00;0,00;0,00;15
12;2;66;34;30,00;0,00;0,00;15
13;2;71;29;25,00;0,00;0,00;15
14;2;75;25;25,00;0,00;0,00;15
15;2;79;21;25,00;0,00;0,00;15
16;2;84;16;25,00;0,00;0,00;15
17;2;89;11;25,00;0,00;0,00;15
18;2;94;6;25,00;0,00;0,00;15
19;2;98;2;25,00;0,00;0,00;15
20;2;100;0;25,00;0,00;0,00;15
21;2;100;0;25,00;0,00;0,00;15
22;2;100;0;25,00;0,00;0,00;15
23;2;100;0;25,00;0,00;0,00;15
24;2;100;0;25,00;0,00;0,00;15
25;2;100;0;25,00;0,00;0,00;15
26;2;100;0;25,00;0,00;0,00;15
27;2;100;0;25,00;0,00;0,00;15
28;2;100;0;25,00;0,00;0,00;15
29;2;100;0;25,00;0,00;0,00;15
30;2;100;0;25,00;0,00;0,00;15
31;2;100;0;25,00;0,00;0,00;15
32;2;100;0;25,00;0,00;0,00;15
33;2;100;0;25,00;0,00;0,00;15
