Day;Animals;Grasses;EmptySquares;AvgEnergy;AvgLifeSpan;AvgChildren;MostPopularGenotype
1;11;15;77;81,82;0,00;0,18;7111606662
2;11;18;74;73,64;0,00;0,18;7111606662
3;11;19;73;67,27;0,00;0,18;7111606662
4;11;22;69;59,09;0,00;0,18;7111606662
5;11;24;67;51,82;0,00;0,18;7111606662
6;11;26;65;44,55;0,00;0,18;7111606662
7;11;28;63;37,27;0,00;0,18;7111606662
8;11;28;64;31,82;0,00;0,18;7111606662
9;11;30;61;24,73;0,00;0,18;7111606662
10;10;32;60;20,20;9,00;0,10;7111606662
11;7;35;59;21,14;9,75;0,14;7111606662
12;6;38;58;18,00;9,80;0,17;7111606662
13;4;40;58;24,50;10,43;0,25;7111606662
14;3;43;56;26,00;10,75;0,33;7111606662
15;2;47;52;29,00;11,11;0,50;7111606662
16;2;51;48;24,00;11,11;0,50;7111606662
17;1;55;45;48,00;11,60;1,00;7111606662
18;1;59;41;48,00;11,60;1,00;7111606662
19;1;63;37;48,00;11,60;1,00;7111606662
20;1;67;33;48,00;11,60;1,00;7111606662
21;1;71;28;48,00;11,60;1,00;7111606662
22;1;76;23;38,00;11,60;1,00;7111606662
23;1;80;20;38,00;11,60;1,00;7111606662
24;1;84;16;38,00;11,60;1,00;7111606662
25;1;88;12;38,00;11,60;1,00;7111606662
26;1;92;8;38,00;11,60;1,00;7111606662
27;1;96;4;38,00;11,60;1,00;7111606662
28;1;100;0;38,00;11,60;1,00;7111606662
29;1;100;0;38,00;11,60;1,00;7111606662
30;1;100;0;38,00;11,60;1,00;7111606662
31;1;100;0;38,00;11,60;1,00;7111606662
32;1;100;0;38,00;11,60;1,00;7111606662
33;1;100;0;38,00;11,60;1,00;7111606662
34;1;100;0;38,00;11,60;1,00;7111606662
35;1;100;0;38,00;11,60;1,00;7111606662
36;1;100;0;38,00;11,60;1,00;7111606662
37;1;100;0;38,00;11,60;1,00;7111606662
38;1;100;0;38,00;11,60;1,00;7111606662
39;1;100;0;38,00;11,60;1,00;7111606662
40;1;100;0;38,00;11,60;1,00;7111606662
41;1;100;0;38,00;11,60;1,00;7111606662
42;1;100;0;38,00;11,60;1,00;7111606662
43;1;100;0;38,00;11,60;1,00;7111606662
44;1;100;0;38,00;11,60;1,00;7111606662
45;1;100;0;38,00;11,60;1,00;7111606662
46;1;100;0;38,00;11,60;1,00;7111606662
47;1;100;0;38,00;11,60;1,00;7111606662
48;1;100;0;38,00;11,60;1,00;7111606662
49;1;100;0;38,00;11,60;1,00;7111606662
50;1;100;0;38,00;11,60;1,00;7111606662
51;1;100;0;38,00;11,60;1,00;7111606662
52;1;100;0;38,00;11,60;1,00;7111606662
53;1;100;0;38,00;11,60;1,00;7111606662
54;1;100;0;38,00;11,60;1,00;7111606662
55;1;100;0;38,00;11,60;1,00;7111606662
56;1;100;0;38,00;11,60;1,00;7111606662
57;1;100;0;38,00;11,60;1,00;7111606662
58;1;100;0;38,00;11,60;1,00;7111606662
59;1;100;0;38,00;11,60;1,00;7111606662
60;1;100;0;38,00;11,60;1,00;7111606662
61;1;100;0;38,00;11,60;1,00;7111606662
62;1;100;0;38,00;11,60;1,00;7111606662
63;1;100;0;38,00;11,60;1,00;7111606662
64;1;100;0;38,00;11,60;1,00;7111606662
