Day;Animals;Grasses;EmptySquares;AvgEnergy;AvgLifeSpan;AvgChildren;MostPopularGenotype
1;10;14;78;91,00;0,00;0,00;4505142601
2;11;18;74;74,55;0,00;0,18;4505142601
3;11;22;69;65,45;0,00;0,18;4505142601
4;11;25;65;57,27;0,00;0,18;4505142601
5;11;27;64;50,91;0,00;0,18;4505142601
6;11;29;63;43,64;0,00;0,18;4505142601
7;11;32;60;36,00;0,00;0,18;4505142601
8;10;36;55;30,60;5,00;0,20;4505142601
9;10;37;57;24,80;5,00;0,20;4505142601
10;9;41;55;19,78;7,00;0,11;4505142601
11;9;44;51;13,33;7,00;0,11;4505142601
12;5;48;49;14,00;9,67;0,00;5744267133
13;4;52;47;12,50;10,00;0,00;5744267133
14;2;57;43;10,00;10,67;0,00;6470704625
15;1;62;38;10,00;11,00;0,00;6470704625
16;0;67;33;0,00;11,36;0,00;
17;0;72;28;0,00;11,36;0,00;
18;0;77;23;0,00;11,36;0,00;
19;0;82;18;0,00;11,36;0,00;
20;0;87;13;0,00;11,36;0,00;
21;0;92;8;0,00;11,36;0,00;
22;0;97;3;0,00;11,36;0,00;
23;0;100;0;0,00;11,36;0,00;
24;0;100;0;0,00;11,36;0,00;
25;0;100;0;0,00;11,36;0,00;
26;0;100;0;0,00;11,36;0,00;
27;0;100;0;0,00;11,36;0,00;
28;0;100;0;0,00;11,36;0,00;
29;0;100;0;0,00;11,36;0,00;
30;0;100;0;0,00;11,36;0,00;
31;0;100;0;0,00;11,36;0,00;
32;0;100;0;0,00;11,36;0,00;
33;0;100;0;0,00;11,36;0,00;
34;0;100;0;0,00;11,36;0,00;
35;0;100;0;0,00;11,36;0,00;
36;0;100;0;0,00;11,36;0,00;
37;0;100;0;0,00;11,36;0,00;
38;0;100;0;0,00;11,36;0,00;
39;0;100;0;0,00;11,36;0,00;
40;0;100;0;0,00;11,36;0,00;
41;0;100;0;0,00;11,36;0,00;
42;0;100;0;0,00;11,36;0,00;
43;0;100;0;0,00;11,36;0,00;
44;0;100;0;0,00;11,36;0,00;
45;0;100;0;0,00;11,36;0,00;
