Day;Animals;Grasses;EmptySquares;AvgEnergy;AvgLifeSpan;AvgChildren;MostPopularGenotype
1;11;15;78;81,82;0,00;0,18;7111321015
2;12;18;72;67,50;0,00;0,33;7111321015
3;12;22;68;58,33;0,00;0,33;7111321015
4;12;24;66;50,83;0,00;0,33;7111321015
5;12;26;64;43,33;0,00;0,33;7111321015
6;12;27;65;36,67;0,00;0,33;7111321015
7;12;25;67;32,50;0,00;0,33;7111321015
8;12;23;69;28,83;0,00;0,33;7111321015
9;11;25;67;24,18;6,00;0,36;7111321015
10;11;25;67;19,09;6,00;0,36;7111321015
11;7;26;71;24,29;9,20;0,29;7111321015
12;7;29;65;17,43;9,20;0,29;7111321015
13;5;33;62;14,80;10,00;0,20;7111321015
14;3;37;60;16,67;10,67;0,00;6475424647
15;2;41;57;20,00;10,90;0,00;6475424647
16;2;46;53;10,00;10,90;0,00;6475424647
17;1;51;48;10,00;11,36;0,00;0372154471
18;1;55;44;10,00;11,36;0,00;0372154471
19;0;60;40;0,00;11,92;0,00;
20;0;65;35;0,00;11,92;0,00;
21;0;70;30;0,00;11,92;0,00;
22;0;75;25;0,00;11,92;0,00;
23;0;80;20;0,00;11,92;0,00;
24;0;85;15;0,00;11,92;0,00;
25;0;90;10;0,00;11,92;0,00;
26;0;95;5;0,00;11,92;0,00;
27;0;100;0;0,00;11,92;0,00;
28;0;100;0;0,00;11,92;0,00;
29;0;100;0;0,00;11,92;0,00;
30;0;100;0;0,00;11,92;0,00;
31;0;100;0;0,00;11,92;0,00;
32;0;100;0;0,00;11,92;0,00;
33;0;100;0;0,00;11,92;0,00;
34;0;100;0;0,00;11,92;0,00;
35;0;100;0;0,00;11,92;0,00;
36;0;100;0;0,00;11,92;0,00;
37;0;100;0;0,00;11,92;0,00;
38;0;100;0;0,00;11,92;0,00;
39;0;100;0;0,00;11,92;0,00;
40;0;100;0;0,00;11,92;0,00;
41;0;100;0;0,00;11,92;0,00;
42;0;100;0;0,00;11,92;0,00;
43;0;100;0;0,00;11,92;0,00;
44;0;100;0;0,00;11,92;0,00;
45;0;100;0;0,00;11,92;0,00;
46;0;100;0;0,00;11,92;0,00;
47;0;100;0;0,00;11,92;0,00;
48;0;100;0;0,00;11,92;0,00;
49;0;100;0;0,00;11,92;0,00;
50;0;100;0;0,00;11,92;0,00;
51;0;100;0;0,00;11,92;0,00;
52;0;100;0;0,00;11,92;0,00;
53;0;100;0;0,00;11,92;0,00;
54;0;100;0;0,00;11,92;0,00;
55;0;100;0;0,00;11,92;0,00;
56;0;100;0;0,00;11,92;0,00;
57;0;100;0;0,00;11,92;0,00;
58;0;100;0;0,00;11,92;0,00;
59;0;100;0;0,00;11,92;0,00;
60;0;100;0;0,00;11,92;0,00;
61;0;100;0;0,00;11,92;0,00;
62;0;100;0;0,00;11,92;0,00;
63;0;100;0;0,00;11,92;0,00;
64;0;100;0;0,00;11,92;0,00;
65;0;100;0;0,00;11,92;0,00;
66;0;100;0;0,00;11,92;0,00;
67;0;100;0;0,00;11,92;0,00;
68;0;100;0;0,00;11,92;0,00;
