Day;Animals;Grasses;EmptySquares;AvgEnergy;AvgLifeSpan;AvgChildren;MostPopularGenotype
1;10;13;77;92,00;0,00;0,00;5263064550
2;10;18;73;82,00;0,00;0,00;5263064550
3;10;21;69;74,00;0,00;0,00;5263064550
4;10;22;70;68,00;0,00;0,00;5263064550
5;10;23;70;62,00;0,00;0,00;5263064550
6;10;24;68;56,00;0,00;0,00;5263064550
7;10;25;67;50,00;0,00;0,00;5263064550
8;10;27;66;43,00;0,00;0,00;5263064550
9;10;29;65;36,00;0,00;0,00;5263064550
10;10;32;61;28,00;0,00;0,00;5263064550
11;8;33;63;30,00;10,00;0,00;5263064550
12;6;35;62;35,00;10,50;0,00;5263064550
13;4;38;62;47,50;11,00;0,00;5263064550
14;4;42;55;40,00;11,00;0,00;5263064550
15;4;46;51;32,50;11,00;0,00;5263064550
16;4;47;50;32,50;11,00;0,00;5263064550
17;4;50;48;27,50;11,00;0,00;5263064550
18;4;53;43;22,50;11,00;0,00;5263064550
19;3;55;43;26,67;12,00;0,00;5263064550
20;3;58;41;23,33;12,00;0,00;5263064550
21;3;61;37;20,00;12,00;0,00;5263064550
22;2;64;35;30,00;13,13;0,00;5263064550
23;2;68;31;25,00;13,13;0,00;5263064550
24;2;71;29;25,00;13,13;0,00;5263064550
25;2;75;24;20,00;13,13;0,00;5263064550
26;2;78;22;20,00;13,13;0,00;5263064550
27;2;81;18;20,00;13,13;0,00;5263064550
28;2;84;16;20,00;13,13;0,00;5263064550
29;2;87;13;20,00;13,13;0,00;5263064550
30;2;90;9;20,00;13,13;0,00;5263064550
31;2;93;7;20,00;13,13;0,00;5263064550
32;2;96;4;20,00;13,13;0,00;5263064550
33;2;99;1;20,00;13,13;0,00;5263064550
34;2;100;0;20,00;13,13;0,00;5263064550
35;2;100;0;20,00;13,13;0,00;5263064550
36;2;100;0;20,00;13,13;0,00;5263064550
37;2;100;0;20,00;13,13;0,00;5263064550
38;2;100;0;20,00;13,13;0,00;5263064550
39;2;100;0;20,00;13,13;0,00;5263064550
40;2;100;0;20,00;13,13;0,00;5263064550
41;2;100;0;20,00;13,13;0,00;5263064550
42;2;100;0;20,00;13,13;0,00;5263064550
43;2;100;0;20,00;13,13;0,00;5263064550
44;2;100;0;20,00;13,13;0,00;5263064550
45;2;100;0;20,00;13,13;0,00;5263064550
46;2;100;0;20,00;13,13;0,00;5263064550
47;2;100;0;20,00;13,13;0,00;5263064550
48;2;100;0;20,00;13,13;0,00;5263064550
